absorb_side,center_ratio,it_left,it_right,max_actual_bond,max_bond,max_entropy,max_links,max_required_bond,mean_entropy,mean_required_bond,num_tensors,stage,step,time,total_elems,total_links,total_shapes,u_consumed,u_consumed_total
right,0.45,121,13,64,64,5.928769264045681,4,64,4.05221931156523,35.47826086956522,24,absorbing,134,18.785156292375177,149088,94,1736,0,0
right,0.45,121,14,64,64,5.928751019535806,4,64,4.0520220118248655,35.30434782608695,24,absorbing,135,18.887370334006846,147424,94,1728,0,0
right,0.45,121,15,64,64,5.928733805454468,4,64,4.1277251028821516,37.608695652173914,24,absorbing,136,18.99560054205358,157536,94,1832,0,0
right,0.45,121,16,64,64,5.928685274814735,4,64,4.137928215908516,38.17391304347826,24,absorbing,137,19.113826459273696,164268,94,1856,0,0
right,0.45,121,17,64,64,5.928652193889327,4,64,4.192731379022274,40.21739130434783,24,absorbing,138,19.227395709138364,176048,94,1950,0,0
right,0.45,121,18,64,64,5.925796072416507,4,64,4.165647728188019,35.391304347826086,24,absorbing,139,19.380665709264576,181896,94,1978,0,0
right,0.45,121,19,64,64,5.925750412754057,4,64,4.133063209674119,33.82608695652174,24,absorbing,140,19.505888334009796,131168,94,1658,0,0
right,0.45,121,20,64,64,5.925748003458671,4,64,4.188093341439454,36.26086956521739,24,absorbing,141,19.613084584008902,142892,94,1768,0,0
right,0.45,121,21,64,64,5.925704156696128,4,64,4.2592460939178185,38.73913043478261,24,absorbing,142,19.7150438753888,157744,94,1886,0,0
right,0.45,121,22,64,64,5.9256671554626905,4,64,4.258992548464392,38.65217391304348,24,absorbing,143,19.81775720929727,156392,94,1878,0,0
right,0.45,121,23,64,64,5.925627423638123,4,64,4.258795192394289,38.52173913043478,24,absorbing,144,19.916978917084634,155884,94,1874,0,0
right,0.45,121,24,64,64,5.925593216548712,4,64,4.34551083961904,40.52173913043478,24,absorbing,145,20.02649870933965,170240,94,1964,0,0
right,0.45,121,25,64,64,5.999999475246739,4,64,4.199008450123223,30.608695652173914,24,absorbing,146,20.166936750058085,158536,94,1890,0,0
right,0.45,121,26,64,64,5.999999496692238,4,64,4.198568009819382,30.26086956521739,24,absorbing,147,20.275018834043294,107096,94,1502,0,0
right,0.45,121,27,64,64,5.999999657957538,4,64,4.28507086499709,31.08695652173913,24,absorbing,148,20.34865437494591,107508,94,1532,0,0
right,0.45,121,28,64,64,5.99999963878132,4,64,4.284782388632578,31.0,24,absorbing,149,20.42203029198572,106400,94,1524,0,0
right,0.45,121,29,64,64,5.99999963129716,4,64,4.285620747523413,31.73913043478261,24,absorbing,150,20.497434417251498,109440,94,1558,0,0
right,0.45,121,30,64,64,5.999999649488977,4,64,4.243155632230817,31.695652173913043,24,absorbing,151,20.576073584146798,109252,94,1556,0,0
right,0.45,121,31,64,64,5.999999662697245,4,64,4.244163470763456,32.0,24,absorbing,152,20.652198834344745,112648,94,1570,0,0
right,0.45,121,32,64,64,5.999999626959403,4,64,4.373212540867164,34.52173913043478,24,absorbing,153,20.736279167234898,130416,94,1690,0,0
right,0.45,121,33,64,64,5.999999583900681,4,64,4.4276709702548915,35.73913043478261,24,absorbing,154,20.835924583952874,139072,94,1750,0,0
right,0.45,121,34,64,64,5.9999995658425584,4,64,4.557076837279792,38.0,24,absorbing,155,20.930755459237844,155648,94,1852,0,0
right,0.45,121,35,64,64,5.99999954243871,4,64,4.5568398655205415,37.91304347826087,24,absorbing,156,21.02747204201296,154228,94,1844,0,0
right,0.45,121,36,64,64,5.9999994946054604,4,64,4.5681354143783075,38.08695652173913,24,absorbing,157,21.139145042281598,156400,94,1854,0,0
right,0.45,121,37,64,64,5.999999522503472,4,64,4.525127469312398,36.47826086956522,24,absorbing,158,21.2480745841749,147592,94,1806,0,0
right,0.45,121,38,64,64,5.999999624621301,4,64,4.482350402395741,34.391304347826086,24,absorbing,159,21.36041425028816,125776,94,1684,0,0
right,0.45,121,39,64,64,5.999999682000144,4,64,4.36099781665945,32.0,24,absorbing,160,21.455452584195882,113944,94,1608,0,0
right,0.45,121,40,64,64,5.999999541484135,4,64,4.110701375522435,30.130434782608695,24,absorbing,161,21.57189550017938,115796,94,1620,0,0
right,0.45,121,41,64,64,5.999999574424043,4,64,4.227508613373925,32.47826086956522,24,absorbing,162,21.67589016724378,116168,94,1608,0,0
right,0.45,121,42,64,64,5.999999597145667,4,64,4.259486319667948,33.130434782608695,24,absorbing,163,21.769647125154734,117212,94,1638,0,0
right,0.45,121,43,64,64,5.999999423214717,4,64,4.31165275430741,31.391304347826086,24,absorbing,164,21.88330158405006,121092,94,1648,0,0
right,0.45,121,44,64,64,5.999999470152142,4,64,3.8782041928969324,23.652173913043477,24,absorbing,165,21.98938550008461,114548,94,1604,0,0
right,0.45,121,45,64,64,5.999999470174984,4,64,3.966499843314638,27.08695652173913,24,absorbing,166,22.08467287523672,82524,94,1344,0,0
right,0.45,121,46,64,64,5.999999470219633,4,64,4.008202285992844,28.434782608695652,24,absorbing,167,22.14972795918584,94432,94,1404,0,0
right,0.45,121,47,64,64,5.999999470219635,4,64,4.049001150864713,29.130434782608695,24,absorbing,168,22.222406249959022,95456,94,1436,0,0
right,0.45,121,48,64,64,5.999999470313027,4,64,4.058177231425963,29.130434782608695,24,absorbing,169,22.30867874994874,95456,94,1436,0,0
right,0.45,121,49,64,64,5.9999994724876515,4,64,3.9931715112085318,28.956521739130434,24,absorbing,170,22.376150959171355,95072,94,1432,0,0
right,0.45,121,50,64,64,5.9999994746173915,4,64,3.992516574748998,28.91304347826087,24,absorbing,171,22.440790875349194,95504,94,1434,0,0
right,0.45,121,51,64,64,5.999999476659834,4,64,4.078763307158736,29.217391304347824,24,absorbing,172,22.506196334026754,95572,94,1446,0,0
right,0.45,121,52,64,64,5.999999478671025,4,64,4.121868919072553,30.08695652173913,24,absorbing,173,22.571373417042196,99680,94,1480,0,0
right,0.45,121,53,64,64,5.999895400199373,4,64,4.203155670997272,31.130434782608695,24,absorbing,174,22.646590917371213,107936,94,1552,0,0
right,0.45,121,54,64,64,5.999888264055436,4,64,4.3479561181640305,33.56521739130435,24,absorbing,175,22.747074792161584,127392,94,1640,0,0
right,0.45,121,55,64,64,5.999932474525387,4,64,4.289729707464428,31.73913043478261,24,absorbing,176,22.84700958430767,126880,94,1638,0,0
right,0.45,121,56,64,64,5.99993240043338,4,64,4.391093201720497,32.52173913043478,24,absorbing,177,22.952055292204022,119712,94,1592,0,0
right,0.45,121,57,64,64,5.9999324004334555,4,64,4.5103486225460445,33.56521739130435,24,absorbing,178,23.057227917015553,127392,94,1640,0,0
right,0.45,121,58,64,64,5.999932399677566,4,64,4.5103450090852535,33.56521739130435,24,absorbing,179,23.138937999960035,127776,94,1646,0,0
right,0.45,121,59,64,64,5.999932398912806,4,64,4.595861716898354,35.65217391304348,24,absorbing,180,23.23432437516749,141984,94,1736,0,0
right,0.45,121,60,64,64,5.998540660461066,4,64,4.5802202289719895,35.82608695652174,24,absorbing,181,23.366456374991685,150176,94,1808,0,0
right,0.45,121,61,64,64,5.998536650520883,4,64,4.601755978947895,37.21739130434783,24,absorbing,182,23.494686250109226,150176,94,1808,0,0
right,0.45,121,62,64,64,5.998536650520885,4,64,4.668943201608097,37.91304347826087,24,absorbing,183,23.594272000249475,155296,94,1840,0,0
right,0.45,121,63,64,64,5.998536650520883,4,64,4.703289370387787,39.30434782608695,24,absorbing,184,23.694408542010933,165536,94,1904,0,0
right,0.45,121,64,64,64,5.998536650520883,4,64,4.703289370387787,39.30434782608695,24,absorbing,185,23.80507416697219,165536,94,1904,0,0
right,0.45,121,65,64,64,5.993591768392177,4,64,4.5551105292584495,38.608695652173914,24,absorbing,186,23.93112820899114,185504,94,1982,0,0
right,0.45,121,66,64,64,5.993321706740319,4,64,4.6743478641034875,39.869565217391305,24,absorbing,187,24.070708750281483,172960,94,1932,0,0
right,0.45,121,67,64,64,5.9931276243372285,4,64,4.638443194931111,39.78260869565217,24,absorbing,188,24.189175417181104,172576,94,1930,0,0
right,0.45,121,68,64,64,5.993125281113809,4,64,4.624557943047306,40.08695652173913,24,absorbing,189,24.305109959095716,172192,94,1942,0,0
right,0.45,121,69,64,64,5.992941548968927,4,64,4.647288344604057,40.17391304347826,24,absorbing,190,24.43486054195091,171680,94,1948,0,0
right,0.45,121,70,64,64,5.992937323378364,4,64,4.765983100345263,42.73913043478261,24,absorbing,191,24.594176375307143,195104,94,2068,0,0
right,0.45,121,71,64,64,5.988448744076226,4,64,4.335986450516558,36.30434782608695,24,absorbing,192,24.771273209247738,184864,94,2028,0,0
right,0.45,121,72,64,64,5.988399821042462,4,64,4.3594172357190555,33.17391304347826,24,absorbing,193,24.886447709053755,125436,94,1704,0,0
right,0.45,121,73,64,64,5.98839980274942,4,64,4.360010830016968,33.17391304347826,24,absorbing,194,24.97408441733569,115504,94,1622,0,0
right,0.45,121,74,64,64,5.999774001734638,4,64,4.42106664709325,33.869565217391305,24,absorbing,195,25.05602304218337,119600,94,1654,0,0
right,0.45,121,75,64,64,5.999773983239907,4,64,4.517093871656457,36.65217391304348,24,absorbing,196,25.152709749992937,139568,94,1782,0,0
right,0.45,121,76,64,64,5.999773983247856,4,64,4.599359194233753,38.17391304347826,24,absorbing,197,25.266240042168647,157092,94,1852,0,0
right,0.45,121,77,64,64,5.999773983247857,4,64,4.599359194233753,38.17391304347826,24,absorbing,198,25.36529170908034,157092,94,1852,0,0
right,0.45,121,78,64,64,5.999792583062992,4,64,4.58658031859849,38.17391304347826,24,absorbing,199,25.472848834004253,157092,94,1852,0,0
right,0.45,121,79,64,64,5.999792584479591,4,64,4.586576967772555,38.17391304347826,24,absorbing,200,25.578414167277515,157092,94,1852,0,0
right,0.45,121,80,64,64,5.999792584483425,4,64,4.5693362828722845,38.17391304347826,24,absorbing,201,25.703024459071457,157092,94,1852,0,0
right,0.45,121,81,64,64,5.999792584479421,4,64,4.552154308551923,38.17391304347826,24,absorbing,202,25.838145084213465,157092,94,1852,0,0
right,0.45,121,82,64,64,5.999761512894721,4,64,4.552152957613458,38.17391304347826,24,absorbing,203,25.938174792099744,157092,94,1852,0,0
right,0.45,121,83,64,64,5.999761512894721,4,64,4.552152957613458,38.17391304347826,24,absorbing,204,26.03788558440283,157092,94,1852,0,0
right,0.45,121,84,64,64,5.999761482811697,4,64,4.526424993261682,36.78260869565217,24,absorbing,205,26.148172334302217,141220,94,1790,0,0
right,0.45,121,85,64,64,5.999761499340584,4,64,4.526420700520351,36.78260869565217,24,absorbing,206,26.23644154239446,140708,94,1788,0,0
right,0.45,121,86,64,64,5.999761499340585,4,64,4.526420700520351,36.78260869565217,24,absorbing,207,26.323437875136733,140708,94,1788,0,0
right,0.45,121,87,64,64,5.999761499340586,4,64,4.526420700520351,36.78260869565217,24,absorbing,208,26.41061754198745,140708,94,1788,0,0
right,0.45,121,88,64,64,5.9997614993538555,4,64,4.543131508569637,36.78260869565217,24,absorbing,209,26.51523333415389,140708,94,1788,0,0
right,0.45,121,89,64,64,5.999761496583882,4,64,4.585026390318586,38.17391304347826,24,absorbing,210,26.623211374972016,157092,94,1852,0,0
right,0.45,121,90,64,64,5.999761496583882,4,64,4.585026390299397,38.17391304347826,24,absorbing,211,26.72909904224798,157092,94,1852,0,0
right,0.45,121,91,64,64,5.999761496519411,4,64,4.543131101873415,36.78260869565217,24,absorbing,212,26.85137112531811,140708,94,1788,0,0
right,0.45,121,92,64,64,5.999761494602909,4,64,4.525606582798123,36.78260869565217,24,absorbing,213,26.94474762538448,140708,94,1788,0,0
right,0.45,121,93,64,64,5.999761494602909,4,64,4.525606582798123,36.78260869565217,24,absorbing,214,27.03316929237917,140708,94,1788,0,0
right,0.45,121,94,64,64,5.999761494602909,4,64,4.525606582798123,36.78260869565217,24,absorbing,215,27.120336334221065,140708,94,1788,0,0
right,0.45,121,95,64,64,5.999761388397072,4,64,4.499083968752017,35.391304347826086,24,absorbing,216,27.21224645897746,132644,94,1724,0,0
right,0.45,121,96,64,64,5.999761307775566,4,64,4.503889784652587,36.21739130434783,24,absorbing,217,27.302578834351152,138188,94,1768,0,0
right,0.45,121,97,64,64,5.999760705635666,4,64,4.503776267738575,36.08695652173913,24,absorbing,218,27.39399995934218,137432,94,1762,0,0
right,0.45,121,98,64,64,5.999760954099234,4,64,4.464835407133666,35.391304347826086,24,absorbing,219,27.49152687517926,130784,94,1726,0,0
right,0.45,121,99,64,64,5.999761049845271,4,64,4.404590801123569,33.95652173913044,24,absorbing,220,27.58288300037384,120292,94,1660,0,0
right,0.45,121,100,64,64,5.999761060475829,4,64,4.373498313454468,34.65217391304348,24,absorbing,221,27.662721334025264,126280,94,1698,0,0
right,0.45,121,101,64,64,5.999760960500822,4,64,4.373384094580692,34.56521739130435,24,absorbing,222,27.743072542361915,125032,94,1690,0,0
right,0.45,121,102,64,64,5.9997614724535655,4,64,4.373179168606401,34.47826086956522,24,absorbing,223,27.822749875020236,124100,94,1684,0,0
right,0.45,121,103,64,64,5.988397124740953,4,64,4.3057095322250705,32.95652173913044,24,absorbing,224,27.906389249954373,117440,94,1616,0,0
right,0.45,121,104,64,64,5.988397126064445,4,64,4.278762005013328,32.21739130434783,24,absorbing,225,27.990201000124216,113860,94,1580,0,0
right,0.45,121,105,64,64,5.988397132011195,4,64,4.295141426264135,33.130434782608695,24,absorbing,226,28.06591729214415,115624,94,1622,0,0
right,0.45,121,106,64,64,5.9883971325470675,4,64,4.295050773501846,33.130434782608695,24,absorbing,227,28.145575917325914,115332,94,1620,0,0
right,0.45,121,107,64,64,5.988397132608298,4,64,4.2952340045123565,33.130434782608695,24,absorbing,228,28.22344525018707,116612,94,1620,0,0
right,0.45,121,108,64,64,5.988397132630877,4,64,4.252529171912652,31.73913043478261,24,absorbing,229,28.300156209152192,110468,94,1556,0,0
right,0.45,121,109,64,64,5.988397132630877,4,64,4.252529171909102,31.73913043478261,24,absorbing,230,28.372553834225982,110468,94,1556,0,0
right,0.45,121,110,64,64,5.988397132630878,4,64,4.252529171909102,31.73913043478261,24,absorbing,231,28.445468459278345,110468,94,1556,0,0
right,0.45,121,111,64,64,5.988397132630877,4,64,4.295233928428976,33.130434782608695,24,absorbing,232,28.521723917219788,116612,94,1620,0,0
right,0.45,121,112,64,64,5.988397132630878,4,64,4.2952339047489785,33.130434782608695,24,absorbing,233,28.601063959300518,116612,94,1620,0,0
right,0.45,121,113,64,64,5.988397132630876,4,64,4.2952339047489785,33.130434782608695,24,absorbing,234,28.677393374964595,116612,94,1620,0,0
right,0.45,121,114,64,64,5.988397132630878,4,64,4.338712102528889,33.47826086956522,24,absorbing,235,28.756225959397852,118148,94,1636,0,0
right,0.45,121,115,64,64,5.9883971321927385,4,64,4.295257512524601,32.78260869565217,24,absorbing,236,28.835118541959673,113028,94,1604,0,0
right,0.45,121,116,64,64,5.98839713219264,4,64,4.252047397141088,31.391304347826086,24,absorbing,237,28.91234058421105,108932,94,1540,0,0
right,0.45,121,117,64,64,5.988397131681179,4,64,4.252049563104152,31.391304347826086,24,absorbing,238,28.987784625031054,108932,94,1540,0,0
right,0.45,121,118,64,64,5.988397134376005,4,64,4.209080040469667,30.695652173913043,24,absorbing,239,29.06256104214117,106884,94,1508,0,0
right,0.45,121,119,64,64,5.988397134376005,4,64,4.209080040469667,30.695652173913043,24,absorbing,240,29.135079625062644,106884,94,1508,0,0
right,0.45,121,120,64,64,5.988397134363753,4,64,4.208927798882528,30.695652173913043,24,absorbing,241,29.20780354226008,106884,94,1508,0,0
right,0.45,121,121,64,64,5.988397134363752,4,64,4.208927798882528,30.695652173913043,24,absorbing,242,29.27969395928085,106884,94,1508,0,0
,0.5,,,1,1,-0.0,4,1,0.0,1.0,24,start,0,0.0,96,94,142,,
left,0.5,1,0,1,1,-0.0,4,1,0.0,1.0,24,absorbing,1,0.4270426253788173,96,94,142,0,0
left,0.5,2,0,4,4,2.0,4,4,0.17391304347826086,1.2608695652173914,24,absorbing,2,0.46416958421468735,144,94,154,0,0
right,0.5,2,1,4,4,2.0,4,4,0.43478260869565216,1.6521739130434783,24,absorbing,3,0.49987029237672687,288,94,172,0,0
left,0.5,3,1,4,4,2.0,4,4,0.6086956521739131,1.9130434782608696,24,absorbing,4,0.5353496251627803,444,94,184,0,0
right,0.5,3,2,4,4,2.0,4,4,0.9565217391304348,2.4347826086956523,24,absorbing,5,0.5732938339933753,648,94,208,0,0
left,0.5,4,2,4,4,2.0,4,4,1.1304347826086956,2.6956521739130435,24,absorbing,6,0.6106945420615375,732,94,220,0,0
left,0.5,5,2,8,8,3.0,4,8,1.434782608695652,3.260869565217391,24,absorbing,7,0.6494427500292659,1040,94,246,0,0
left,0.5,6,2,8,8,3.0,4,8,1.608695652173913,3.5217391304347827,24,absorbing,8,0.6876269173808396,1196,94,258,0,0
left,0.5,7,2,16,16,3.9999999999999996,4,16,1.9565217391304348,4.826086956521739,24,absorbing,9,0.7242280840873718,2120,94,318,0,0
right,0.5,7,3,16,16,4.0,4,16,2.217391304347826,6.391304347826087,24,absorbing,10,0.7611094592139125,3464,94,390,0,0
left,0.5,8,3,16,16,4.0,4,16,2.547864155599135,8.08695652173913,24,absorbing,11,0.7986587090417743,6404,94,468,0,0
left,0.5,9,3,16,16,4.0,4,16,2.5913424164687,8.26086956521739,24,absorbing,12,0.8389969593845308,6788,94,476,0,0
left,0.5,10,3,16,16,4.0,4,16,2.721777199077396,8.73913043478261,24,absorbing,13,0.8799543753266335,7652,94,498,0,0
left,0.5,11,3,16,16,4.0,4,16,2.765255459946961,8.91304347826087,24,absorbing,14,0.9216232923790812,8164,94,506,0,0
left,0.5,12,3,32,32,4.999999999999999,4,32,2.808733720816526,9.608695652173912,24,absorbing,15,0.963860584422946,9700,94,538,0,0
left,0.5,13,3,32,32,5.0,4,32,2.8522119816860916,9.956521739130435,24,absorbing,16,1.0072533753700554,11236,94,554,0,0
left,0.5,14,3,32,32,5.0,4,32,2.9130434782608696,10.652173913043478,24,absorbing,17,1.0547497919760644,14308,94,586,0,0
left,0.5,15,3,32,32,5.0,4,32,2.9565217391304346,10.826086956521738,24,absorbing,18,1.1007030843757093,14884,94,594,0,0
left,0.5,16,3,32,32,5.0,4,32,2.9565217391304346,10.826086956521738,24,absorbing,19,1.1481429999694228,14884,94,594,0,0
left,0.5,17,3,32,32,5.0,4,32,2.9565217391304346,10.826086956521738,24,absorbing,20,1.193112667184323,14884,94,594,0,0
left,0.5,18,3,32,32,5.0,4,32,3.0434782608695654,11.347826086956522,24,absorbing,21,1.2377950423397124,15844,94,618,0,0
left,0.5,19,3,32,32,5.0,4,32,3.0434708825504986,11.347826086956522,24,absorbing,22,1.2859831671230495,15844,94,618,0,0
left,0.5,20,3,32,32,5.0,4,32,3.0434708825504986,11.347826086956522,24,absorbing,23,1.3311850423924625,15844,94,618,0,0
left,0.5,21,3,32,32,5.0,4,32,3.173905665159194,12.565217391304348,24,absorbing,24,1.3775305841118097,19428,94,674,0,0
left,0.5,22,3,32,32,5.0,4,32,3.1739056651591935,12.565217391304348,24,absorbing,25,1.426130042411387,19428,94,674,0,0
left,0.5,23,3,32,32,5.0,4,32,3.2173672219000453,13.26086956521739,24,absorbing,26,1.4791861670091748,22500,94,706,0,0
left,0.5,24,3,32,32,5.0,4,32,3.2173672219000453,13.26086956521739,24,absorbing,27,1.5307972501032054,22500,94,706,0,0
left,0.5,25,3,32,32,5.0,4,32,3.2173672219000453,13.26086956521739,24,absorbing,28,1.5821449169889092,22500,94,706,0,0
left,0.5,26,3,32,32,5.0,4,32,3.217355181798009,13.26086956521739,24,absorbing,29,1.6374543751589954,22500,94,706,0,0
left,0.5,27,3,32,32,4.999999999999999,4,32,3.217355181798008,13.26086956521739,24,absorbing,30,1.690591000020504,22500,94,706,0,0
left,0.5,28,3,32,32,4.999999999991489,4,32,3.1740761356758407,12.826086956521738,24,absorbing,31,1.744045709259808,21156,94,692,0,0
left,0.5,29,3,32,32,4.999999999552044,4,32,3.174026271638528,12.73913043478261,24,absorbing,32,1.7958023343235254,20580,94,686,0,0
left,0.5,30,3,32,32,4.99999999946325,4,32,3.174013105654906,12.73913043478261,24,absorbing,33,1.8492486253380775,20964,94,690,0,0
left,0.5,31,3,32,32,4.999999999976838,4,32,3.1739629937036664,12.608695652173912,24,absorbing,34,1.9011307922191918,20196,94,682,0,0
right,0.5,31,4,32,32,4.999999999802656,4,32,3.347829526525642,14.130434782608695,24,absorbing,35,1.9538205843418837,22500,94,748,0,0
left,0.5,32,4,64,64,5.999934602314762,4,64,3.3913015037572096,15.521739130434783,24,absorbing,36,2.009510667063296,26404,94,810,0,0
left,0.5,33,4,64,64,5.999934602314761,4,64,3.3913015037572096,15.521739130434783,24,absorbing,37,2.0675112921744585,26404,94,810,0,0
left,0.5,34,4,64,64,5.999934602315195,4,64,3.434779764625642,16.217391304347824,24,absorbing,38,2.1267575002275407,28452,94,842,0,0
right,0.5,34,5,64,64,5.999934602315195,4,64,3.6521710687743685,18.08695652173913,24,absorbing,39,2.1944956253282726,39264,94,928,0,0
left,0.5,35,5,64,64,5.999992212322594,4,64,3.6052698132643455,17.565217391304348,24,absorbing,40,2.2781484592705965,40800,94,912,0,0
right,0.5,35,6,64,64,5.9999993363185595,4,64,3.7858676786366785,21.043478260869566,24,absorbing,41,2.364931834395975,56736,94,1068,0,0
right,0.5,35,7,64,64,6.000000000000001,4,64,3.9178589520418434,24.695652173913043,24,absorbing,42,2.472104209009558,71072,94,1232,0,0
left,0.5,36,7,64,64,6.0,4,64,4.03727648570043,25.391304347826086,24,absorbing,43,2.5921421670354903,77920,94,1264,0,0
left,0.5,37,7,64,64,6.0,4,64,4.116679437086419,27.130434782608695,24,absorbing,44,2.7083121254108846,89440,94,1344,0,0
left,0.5,38,7,64,64,6.0,4,64,4.116679437086419,27.130434782608695,24,absorbing,45,2.82834166707471,89440,94,1344,0,0
left,0.5,39,7,64,64,6.0,4,64,4.071288292154464,26.782608695652176,24,absorbing,46,2.948746000416577,88672,94,1328,0,0
left,0.5,40,7,64,64,5.999999994594642,4,64,4.026584133196949,27.043478260869566,24,absorbing,47,3.0672644590958953,92224,94,1342,0,0
left,0.5,41,7,64,64,5.999999997882026,4,64,4.02653581261341,27.0,24,absorbing,48,3.188819625414908,91936,94,1340,0,0
left,0.5,42,7,64,64,5.999999996837321,4,64,4.026214826386579,26.91304347826087,24,absorbing,49,3.3119351672939956,91648,94,1338,0,0
left,0.5,43,7,64,64,5.9999999986244426,4,64,4.026162469906947,26.82608695652174,24,absorbing,50,3.4354141671210527,91072,94,1334,0,0
left,0.5,44,7,64,64,5.999999996951895,4,64,4.028300723822128,26.26086956521739,24,absorbing,51,3.5628281673416495,89568,94,1336,0,0
left,0.5,45,7,64,64,5.999999999836883,4,64,3.9449735655040774,24.652173913043477,24,absorbing,52,3.693542542401701,79216,94,1254,0,0
left,0.5,46,7,64,64,5.99999999983775,4,64,3.9449707310720057,24.652173913043477,24,absorbing,53,3.807387125212699,77024,94,1230,0,0
left,0.5,47,7,64,64,5.99999999983775,4,64,3.8583201560432188,24.26086956521739,24,absorbing,54,3.918579667340964,76196,94,1212,0,0
left,0.5,48,7,64,64,5.999999999837751,4,64,3.8583201560432188,24.26086956521739,24,absorbing,55,4.02680925000459,76196,94,1212,0,0
left,0.5,49,7,64,64,5.99999999983777,4,64,3.9038900386164546,25.304347826086957,24,absorbing,56,4.138818667270243,81788,94,1264,0,0
left,0.5,50,7,64,64,5.999999999837746,4,64,3.8604593351898315,24.956521739130434,24,absorbing,57,4.252840875182301,80972,94,1256,0,0
left,0.5,51,7,64,64,5.999999999837706,4,64,3.90308532239323,24.52173913043478,24,absorbing,58,4.375533584039658,82848,94,1260,0,0
left,0.5,52,7,64,64,5.999999999837707,4,64,4.033505392776255,25.73913043478261,24,absorbing,59,4.4931590422056615,82016,94,1280,0,0
left,0.5,53,7,64,64,5.999999999837705,4,64,4.1620585103141625,27.47826086956522,24,absorbing,60,4.607988375239074,89952,94,1360,0,0
left,0.5,54,7,64,64,5.999999999837705,4,64,4.210053270635399,27.130434782608695,24,absorbing,61,4.754674292169511,85600,94,1344,0,0
right,0.5,54,8,64,64,5.999999999837705,4,64,4.258606502714742,28.347826086956523,24,absorbing,62,4.908394209109247,93664,94,1400,0,0
left,0.5,55,8,64,64,5.999999999824459,4,64,4.218035102626178,28.26086956521739,24,absorbing,63,5.068515249993652,104592,94,1462,0,0
left,0.5,56,8,64,64,5.999999999823903,4,64,4.245708468853818,28.47826086956522,24,absorbing,64,5.224553084000945,95632,94,1410,0,0
left,0.5,57,8,64,64,5.999999999823906,4,64,4.216153233983713,27.47826086956522,24,absorbing,65,5.3848137920722365,86432,94,1360,0,0
left,0.5,58,8,64,64,5.999999999824238,4,64,4.268230217137281,28.17391304347826,24,absorbing,66,5.5352952922694385,92000,94,1392,0,0
left,0.5,59,8,64,64,5.999999999831878,4,64,4.263171627468271,27.130434782608695,24,absorbing,67,5.674953209236264,88416,94,1376,0,0
left,0.5,60,8,64,64,5.999999999831877,4,64,4.395096881378084,29.565217391304348,24,absorbing,68,5.819016584195197,97120,94,1456,0,0
left,0.5,61,8,64,64,5.9999999998318785,4,64,4.439628690598647,30.26086956521739,24,absorbing,69,5.964379792101681,101216,94,1488,0,0
left,0.5,62,8,64,64,5.999999999716136,4,64,4.144953554501535,27.91304347826087,24,absorbing,70,6.13788195932284,94352,94,1446,0,0
left,0.5,63,8,64,64,5.9999999997161115,4,64,4.144849288647681,27.869565217391305,24,absorbing,71,6.2546187923289835,84800,94,1380,0,0
left,0.5,64,8,64,64,5.999999999716085,4,64,4.274158147140526,29.73913043478261,24,absorbing,72,6.367711375001818,91568,94,1466,0,0
left,0.5,65,8,64,64,5.999999999566107,4,64,3.9427155842856707,21.043478260869566,24,absorbing,73,6.5106899170205,96352,94,1496,0,0
left,0.5,66,8,64,64,5.999999999566107,4,64,3.898148636308474,20.695652173913043,24,absorbing,74,6.631577542051673,44832,94,1048,0,0
left,0.5,67,8,64,64,5.999999999566107,4,64,3.855196501189628,20.391304347826086,24,absorbing,75,6.706084667239338,43952,94,1038,0,0
left,0.5,68,8,64,64,5.999999999566107,4,64,3.8572389194182506,20.347826086956523,24,absorbing,76,6.776212625205517,43600,94,1034,0,0
left,0.5,69,8,64,64,5.999999999566107,4,64,3.7753334285494047,19.130434782608695,24,absorbing,77,6.847228667233139,40160,94,976,0,0
left,0.5,70,8,64,64,5.999999999566105,4,64,3.7318575297458345,17.73913043478261,24,absorbing,78,6.92387029202655,31968,94,912,0,0
left,0.5,71,8,64,64,5.999999999566107,4,64,3.729089364343517,17.217391304347824,24,absorbing,79,6.99604762531817,30240,94,888,0,0
left,0.5,72,8,64,64,5.999999999566107,4,64,3.729089364343517,17.217391304347824,24,absorbing,80,7.0559492921456695,30240,94,888,0,0
left,0.5,73,8,64,64,5.999999999566107,4,64,3.685601536249314,16.52173913043478,24,absorbing,81,7.123760000336915,27680,94,856,0,0
left,0.5,74,8,64,64,5.999999999565728,4,64,3.6426768156655704,16.347826086956523,24,absorbing,82,7.182296250015497,27488,94,852,0,0
left,0.5,75,8,64,64,5.999999999565164,4,64,3.599141876687758,15.782608695652174,24,absorbing,83,7.244819208979607,25568,94,824,0,0
left,0.5,76,8,64,64,5.999999999565853,4,64,3.6012679729558856,15.73913043478261,24,absorbing,84,7.302218209020793,25580,94,824,0,0
left,0.5,77,8,64,64,5.9999999995651585,4,64,3.557637182664321,15.130434782608695,24,absorbing,85,7.359911625273526,24128,94,794,0,0
left,0.5,78,8,64,64,5.999999999565147,4,64,3.5402826152038975,15.130434782608695,24,absorbing,86,7.414112584199756,24032,94,792,0,0
left,0.5,79,8,64,64,5.999999999565146,4,64,3.5842884153703776,15.652173913043478,24,absorbing,87,7.470180334057659,25184,94,816,0,0
